device_id,event_count,gender,age
6750114910614105417,45,F,42
-5330794777473689900,45,M,23
2792058200551163321,45,M,28
2782390718038667752,45,M,25
-7660903366617246525,45,M,29
5179022979980103064,45,M,45
-8021415922647410002,45,M,26
-7714236320541764285,45,F,53
2930028557671733882,45,F,21
-5058338746379522315,45,M,23
-3604985656362445229,45,M,26
-4289842659047325597,45,M,40
1605119529486939941,45,M,37
-4639000614843614960,45,F,22
-2011981671893061114,45,F,47
5206276575032234067,45,M,16
-3857410204003273546,45,M,28
-4921536263111962209,45,M,26
-6545116070539837272,45,F,25
-5495451345551029978,45,M,24
7386373562536017965,45,F,29
7544539292625532374,45,M,34
3430877468221562063,45,F,28
3717460274027992832,45,M,31
6941239964260252928,45,M,24
-7249416286875843466,44,F,43
-8850845475394433972,44,M,20
-6290666435152910775,44,F,25
-4588457187941838564,44,F,42
1369428477888008151,44,F,28
1351339990142312251,44,M,20
3522580541699273901,44,M,34
-5832315489032593968,44,M,29
8530401369733437863,44,M,26
8595528225115934165,44,M,21
7793671871073765284,44,F,45
7892090733772561002,44,F,45
6555877017396443385,44,M,29
-1322609520161995745,44,F,29
-6281046480091840714,44,M,48
3196302945715438511,44,M,32
1512142405598124874,44,M,31
5084200344807186834,44,M,33
-2924355314991428197,44,M,50
5168217981119781436,44,M,29
8820677737938044276,44,M,34
8595058368189169475,44,M,29
7077483858447219955,44,M,30
-2461250677776801068,44,F,26
-3935882187079895714,44,M,25
2360140641858167415,44,M,38
4632030275700112203,44,M,21
5177144580224941136,44,F,36
2280762338755600619,44,F,30
2285106188283632398,44,M,27
6489787785880581305,44,F,27
-8345021609468277416,44,M,42
5505610939839148927,44,M,28
-3526514430512613134,44,F,29
9220914901466458680,44,M,34
8451748878863368046,44,F,32
398342807525792446,44,M,29
1567216429855369033,44,M,29
-372294427842896576,44,M,65
7205093312787781250,44,F,33
749232266312627002,44,M,32
-3582123467107469257,44,M,38
-5696195609495951541,44,M,24
4732693261544603705,44,F,31
4034506120802628544,44,M,28
5875049827687444552,44,M,23
7092715683290465535,44,F,24
-4617142183661603797,44,M,40
-2800775710174468687,44,M,27
-6500122404390229494,44,F,44
275917241569480314,44,M,39
6970524797840922916,44,M,27
-7628788890389955808,44,F,25
-4342627226121578544,44,M,49
-3174177877089716206,44,M,48
-1233555371185240809,44,F,22
5609349938604428593,44,F,41
874807082682998099,44,F,37
6058448865038211363,44,M,31
-4297959145812123061,44,M,26
5296588780163446832,44,F,32
-1348266885080495558,44,M,23
8674147147784662375,44,F,25
-8609987852497337258,44,F,18
5709792491391358041,44,M,25
2565244481270050236,44,M,46
-7898367356832866595,44,M,26
8523880362952903278,44,F,46
-5399287432203554532,44,M,27
383139133343344115,44,M,25
-5089747254871398227,44,M,22
-4899266241736501511,44,M,33
138744421669788061,44,M,48
-1612819967682915902,44,M,28
-8544905747922375062,44,M,30
-8852191018022803598,44,F,24
-8273040339334491550,44,M,36
5695748680894512689,44,M,33
-8324527123679106230,44,M,24
-637891494492896017,44,M,25
8093753985588115262,44,F,22
-8382476895154120107,44,M,38
2017997907669843648,44,M,21
-5578710276448545968,44,M,24
-5107600463161160881,44,F,38
-4826157408100077212,44,M,27
-8884839904423158132,44,M,19
6531656522859202138,44,M,45
-1425843856570810539,44,M,51
3381144834411501224,44,M,25
3297253674608061092,44,M,34
394275254197210674,44,M,38
-951872135378083199,44,F,29
8875490952887419408,44,M,44
5908422413820920853,44,M,37
-2738288140326513160,44,M,24
242088903107664066,44,M,27
5959429755397460120,44,F,45
9112574720710177433,44,M,44
1333354636669245768,44,M,30
2006254349181578462,44,M,28
5611623028260120823,44,F,23
7954305988307911280,44,F,38
76841522500854271,44,F,28
-4884789539097329163,44,M,30
-967708659557417105,44,F,26
-1005411102947247412,44,M,43
-8821953136039061079,44,F,29
4512445861249084224,44,M,34
-2607227432218386928,44,F,21
-6223145997702804906,44,M,29
8122490133500996622,44,F,27
-2305955203847385666,43,M,25
6873090693603500021,43,M,27
6152327636668766772,43,M,32
-4058730093041674601,43,M,22
2712021432653977474,43,M,21
-705149566444616518,43,M,42
5312399336785766095,43,M,24
5339253673543163081,43,M,33
1749098610437113147,43,F,27
-8140229717565117985,43,M,31
7135632829085849775,43,F,33
1748148136102536545,43,M,40
1431024980640099194,43,M,37
-1592506602065529795,43,F,22
8068893555915479743,43,F,42
-5652896478096980451,43,M,33
-8735720924623796290,43,F,42
6062961108603843623,43,M,27
-8594042313511750762,43,M,31
-3875546830583372648,43,M,24
-7000832249939229838,43,M,45
-6835073446678191647,43,F,32
-2106206259240020835,43,M,23
-4831242576307723437,43,M,26
7807661538137557767,43,F,27
2203644729569547173,43,M,46
-8222611319131970085,43,F,34
-5542233914123873860,43,F,32
6825774733201548388,43,F,44
-404633918985591078,43,M,26
1227310179220497557,43,M,25
-509575136820006545,43,M,41
1689967030288195872,43,M,31
-5326387700203143877,43,M,28
-1791614698863425977,43,F,26
3012171374953606977,43,F,22
-4392728410235717110,43,M,27
4960716327902931497,43,M,17
3285142401571835017,43,F,27
1590660508620225468,43,F,29
-1522777840820928886,43,F,26
2939529683401027344,43,F,30
2810384379482335932,43,M,55
3954011427686181902,43,M,30
2596032420261205364,43,F,38
7794998998001266446,43,F,24
649994868937856079,43,M,23
1190414235360155557,43,M,26
6300921191783462368,43,M,31
1339015911509000518,43,M,24
-6430370025178202324,43,M,33
8268270994121187272,43,F,40
-6096899784310736720,43,M,19
-3455899917465606994,43,F,48
816455040675167982,43,M,28
1936735806494236513,43,M,23
3561514024551814452,43,M,22
-6461987626651057380,43,F,27
-8488067985183720072,43,F,41
-924790768512197887,43,M,25
9175068163690097939,43,M,44
-5323763553993566160,43,F,26
-2001567280649176448,43,M,29
-4725973630306475334,43,M,39
-2067195899781907554,43,F,25
-7575034366143152169,43,M,48
5611636094222514653,43,M,43
-8875215276974767268,43,M,36
4952730110245234835,43,M,32
1019329510387703328,43,M,31
-2655379176660627721,43,M,38
-2972135805267475794,43,F,33
7501134615359241534,43,F,29
-5632849020376596837,43,M,34
-4246150176423803603,43,M,34
3217017277077571551,43,M,28
-2063342241890049615,43,F,34
-6148476455850474283,43,M,71
5378019445876747111,43,M,40
9189466477260760093,43,M,27
1427376107508281457,43,M,29
3087184292981504238,43,M,45
-3119127913910646290,43,M,26
3819091128650194281,43,M,51
-8887147774481730125,43,F,18
-7704895865062674956,43,F,27
6164403147139373190,43,F,37
6018458536132082731,43,M,32
-8514893938404519939,43,M,28
-843494558030429669,43,M,29
-8264412248895169074,43,M,22
-3718947987689669154,43,M,45
-7835791688121486812,43,M,37
-8396990124102864301,43,F,47
7764975401563540067,43,F,32
623528851089358978,43,F,36
3465482907730740641,43,F,25
7323587961560770212,43,M,21
5788763706551220994,43,F,20
2991629035713441621,43,M,33
8100496762528918771,43,M,33
-8286584469185877544,43,F,28
-164436537768174372,43,M,33
8025208446688097787,43,F,53
-1817502319478569661,43,F,43
3550831693433890825,43,M,39
-4964494294620324473,43,M,37
-7673273961461189505,43,F,48
9011266347053994472,43,M,37
1457123549309553187,43,M,27
-1027513137524028354,43,M,62
8628885216480146053,43,M,31
-1968053005968676353,43,M,35
5445238684067286726,43,M,23
-9047706359521386446,43,F,28
-6789903338737813611,43,M,18
-2906913898832577442,42,F,36
3342530657016489039,42,M,24
3978503006043691531,42,M,26
-7576786102300426903,42,F,22
8016963331364894266,42,M,19
-2034170954777331662,42,M,28
-1544661806413720360,42,M,18
-41878565147224302,42,M,28
-4592966160657527638,42,M,26
4161229141449370342,42,M,23
-1023828320908553686,42,M,27
-1093883751871334134,42,F,24
-1241364738947121148,42,M,27
5724166657371258025,42,M,35
-3172743863985713715,42,F,29
5665671994327651994,42,M,46
-4249929128118593776,42,M,37
-6811753352064296823,42,F,41
2207881531303994019,42,F,34
-6157471956104275721,42,M,35
4575802522493103676,42,M,23
-8336892249288703183,42,M,40
-2906734330338832143,42,M,30
6752252561596408272,42,M,42
-8238018502287481038,42,F,43
6099435968913009149,42,M,29
-6807423000795640871,42,F,34
5710513943954749223,42,M,28
-7108285979277402677,42,M,32
-4046858702244668656,42,F,26
6619821689074413100,42,F,39
-3067440376814397153,42,M,56
-8349004222727927282,42,M,50
-3019064008544092079,42,F,30
6612484242086204805,42,F,21
9082024490494223083,42,M,20
8781462877434904241,42,F,32
5320723444439267653,42,M,55
86198637437803426,42,M,49
3230070203366080618,42,M,35
-1687150499113857472,42,M,36
8437833874092301230,42,F,30
-2583528184516863773,42,M,21
2074646971672203624,42,M,34
6560763332832439313,42,M,32
-2777281022421375502,42,M,26
7001654518571455953,42,F,36
1469341925550399692,42,M,62
2290353256598958240,42,M,30
-103941522408189581,42,M,30
-1961702528673532971,42,F,51
-5855564574836337736,42,M,27
-753366140151810732,42,M,62
-7225208658784969796,42,F,30
8244387175450254557,42,M,29
5940121940312198612,42,F,24
-2197874907757865712,42,M,21
2114671877318107768,42,M,30
5783967388688763107,42,M,31
-556719650402605514,42,M,26
6225714673484709679,42,M,48
2041279227101139007,42,F,51
7325535417051895712,42,F,39
-8883568201986071964,42,M,41
-1715756303814926708,42,F,43
-7928391038561683333,42,M,31
-3862259065364330320,42,M,33
-1792810967624301353,42,M,33
6420788035758911704,42,M,33
-5449107123454803828,42,M,24
6743721800281433493,42,M,28
-1694092043911030677,42,M,28
4666598647389232272,42,M,34
-8150309203417576329,42,M,33
7540533301999851293,42,M,23
4104199643820542633,42,F,40
7386709804325439234,42,M,63
-764216281373541153,42,F,27
-7543817374009022173,42,M,29
-914899676462273443,42,M,39
-7939895917175841747,42,F,28
7234205280673234272,42,F,36
6645053300291514812,42,M,24
-3862898769608911830,42,M,33
-4799348086201542910,42,M,32
-3151004789963609155,42,M,38
2582724602409027850,42,M,33
-5244594766695626153,42,F,70
-5329661309236772223,42,M,20
5297854804165140682,42,F,45
793217859169918970,42,M,52
3176802138249005299,42,M,39
-181546402322177584,42,M,29
-6146386480685526946,42,F,21
2661860054321708292,42,M,27
255583935309952665,42,M,34
-6769490657533934737,42,F,29
-2604653705697599625,42,M,28
-4933770104808899587,42,F,19
-2375706523962650887,42,F,27
2792343957191677587,42,M,30
8166760792069576339,42,M,31
4558651851558274564,42,M,21
6636481111909171377,42,F,68
6857374854738606147,42,M,30
4045047842491281804,42,F,59
-5589864712916317169,42,M,43
3221132113653644360,42,F,32
530403824650166933,42,M,26
4953144255289516131,42,M,34
5383816906984963127,42,M,33
-8755157563619250905,42,F,37
-430200483081075405,42,M,41
9176485079653887128,42,M,43
802664528582226939,42,M,32
3916583615745849821,42,M,29
-5591656154084065425,42,M,41
-5271289174955782999,42,F,29
1254091782277803740,42,M,32
1783956647027456686,42,M,36
621108931104630232,41,M,54
-370157356496567644,41,M,22
-3500551494919025706,41,M,34
-3318331575222026037,41,M,47
5780308116152691355,41,M,23
-7524673884943345892,41,F,33
-2447301629709858463,41,M,39
7492377785066782591,41,M,29
8734992622082742151,41,M,27
-2205869923959544161,41,F,27
-6930508844824445282,41,F,24
-1147337202699083457,41,M,23
-1213900978971326354,41,F,45
5137917384880946740,41,M,34
6218131103447944983,41,F,38
1017100716972277695,41,F,37
374615208533646829,41,M,17
-3389605147156464826,41,M,45
-1484824985069814769,41,F,33
945144472757474107,41,M,44
7133436295536471218,41,M,24
5179237926752040439,41,M,25
4376011967525001355,41,M,37
-8669553091125516893,41,M,26
8230302085395350265,41,M,40
1183881480478456964,41,F,35
-3086063337981329813,41,M,20
-5776159280463650414,41,M,30
-2273963746423775022,41,F,30
8526094932549868481,41,M,24
8148230113887615434,41,M,21
5715009982280744844,41,M,32
7636272543666511219,41,M,24
2613421198019724595,41,F,54
4385454134401558689,41,M,29
5298725061549371422,41,M,24
-8204264890164649479,41,M,43
-7693699670882726105,41,M,31
6118690289066121868,41,M,43
3569163465540087822,41,M,34
274015907117535199,41,M,37
-3090344422909159456,41,M,38
-7279195001514132166,41,F,44
-86063731357298325,41,M,29
-1418792188551084465,41,M,41
-7232223550139954369,41,M,25
-3558438994006877936,41,M,31
-360410197902321928,41,M,47
149859051613337776,41,F,35
-8852515990682117076,41,M,26
-9073778680072759450,41,M,33
-3599536669266450529,41,M,26
-5633713343884532580,41,F,22
436188215742214861,41,M,20
-6872997132892011810,41,M,21
2582511881989376469,41,M,29
-2302983844634213322,41,M,25
-4285268797926667115,41,M,26
4806967050635471975,41,M,28
-4203522642138379022,41,F,35
-1303863671991448074,41,F,23
-1060703050255967208,41,M,45
-4953105427004698118,41,M,46
-2539743684851935361,41,F,31
1284882194606650681,41,M,34
-7933032443027674650,41,M,28
254439517637797187,41,M,47
5332441184841027087,41,M,24
7349927318206229550,41,F,21
387085334695192007,41,F,42
333735485212587401,41,M,28
-3564792203455496289,41,M,36
2101080878389334869,41,M,29
2018428644238683866,41,F,29
-2469250099191849932,41,M,34
1849333377531069540,41,F,24
1903894418288707267,41,M,36
-3841152612644710406,41,M,42
-8408713932507435764,41,F,33
1175306859852082129,41,M,34
-5505406134095291533,41,F,19
7644826784213520889,41,F,32
5392653365819979960,41,F,26
5491334538068850591,41,M,21
372615332823972294,41,F,33
404209076275318924,41,M,44
3480283051943797797,41,M,39
-6121614513237581224,41,M,23
-7862453194372841481,41,M,22
735567929189902744,41,M,29
-8812658047885724307,41,M,42
5300147177802745115,41,M,33
7534947222717536247,41,F,25
-8211225194926245560,41,M,23
7215207495115058024,41,M,27
-5778600911732361805,41,M,30
-5496685433486312881,41,M,31
-4482393062632065514,41,M,31
3084032401670087887,41,M,46
-7162512589106300789,41,F,49
-4447444715386760732,41,F,46
-6460073436383939453,41,M,48
-6734352043684417020,41,M,60
7468211171998835630,41,F,46
-6187347318982012876,41,F,27
-4669883911957358168,41,F,30
8169232523889460123,41,F,28
395236761067273826,41,M,24
2263610742684968459,41,M,33
5636980089436695640,41,M,27
-7976557051971098259,41,M,29
-4926266824399800252,41,M,25
-758415875809289611,41,F,41
1968248144040484444,41,M,42
-1433411906066626340,41,M,30
186881396495101079,41,M,23
4495750910128395273,41,F,26
-6580990884053387838,41,M,32
-139630158024539278,40,M,21
-3098182513494911010,40,M,30
-3586932172619897554,40,F,20
-2481038469080456419,40,M,41
-7154018940731021955,40,F,64
-2010019061312728589,40,F,20
4889955317074951442,40,M,30
-1827265414361726037,40,M,36
2522862754401932484,40,M,27
-198082402613253758,40,M,45
-958335064747926764,40,F,28
3429547308553949581,40,M,43
-4479500847977668879,40,F,36
-774435856371594904,40,M,25
3345850694879477383,40,M,22
8922955862176295499,40,M,30
-2320069902444538177,40,F,35
-5340790818533103980,40,M,35
-723064178367144785,40,F,28
-996192692282795466,40,F,24
-288612679232516977,40,M,27
5644491958741422931,40,M,47
-7844154644956858932,40,M,46
-4042345176328021381,40,M,32
8925546610456399403,40,M,45
7117821657396559948,40,M,49
1123933970322299884,40,M,32
-5065769311988217891,40,M,30
-9023443077946378625,40,M,37
-2836013711570501462,40,M,31
7171738041888094866,40,M,24
8539793378745735228,40,M,21
-4595209189583609103,40,M,38
9139310093276507230,40,M,33
-2569407880649027344,40,M,30
311329392369742133,40,M,48
-2280299305444131504,40,M,45
-3992437806233192141,40,M,26
7567069231793921585,40,M,30
5480337803332276453,40,M,25
1388846643403523016,40,F,27
-2121579096030074902,40,F,54
1805850881332785847,40,F,35
1788150608336968779,40,F,21
5732057807725143697,40,F,27
1577683113042373979,40,F,57
-4328596929456805615,40,M,24
-6444005754897497286,40,M,32
4885743168615336812,40,F,26
1672770715797146131,40,F,20
-2876670182687327494,40,F,28
-6363520128189391832,40,M,19
-2120360710016885870,40,M,35
-3221755863906635682,40,M,32
4757440436419098770,40,F,22
5125296085631342346,40,F,21
-13713695764966852,40,M,25
-5579382723625686945,40,M,27
-6558732170107861402,40,M,43
2119195825381255996,40,F,13
8338340120136487105,40,F,30
260239956368454028,40,M,26
-3570047525628566961,40,F,52
4998548546011998947,40,F,30
-6923033234020448438,40,M,49
6870799585737911691,40,M,36
-8006379673496594769,40,M,26
3785501432550320104,40,F,24
-8507419484224291080,40,M,22
-2924643134333307795,40,M,32
6743854432188980361,40,M,38
6504646028734662721,40,M,35
2587246872012815574,40,M,26
-8643069289560656826,40,M,26
-6279442737874746598,40,F,21
2461114445572638694,40,F,20
-6784257339547889284,40,F,25
-2172020607865875774,40,F,23
-6654883792624367519,40,M,24
-3560789211124009884,40,M,34
3199490912267876256,40,M,46
-3367724035312196382,40,M,42
4325947949999587599,40,F,20
6979207480878121441,40,M,33
-7155482943816900854,40,F,37
7116321683881826935,40,M,22
-8851808198278168845,40,M,28
8715545839798066951,40,M,19
-3802788903735705962,40,M,42
-3668284127036364729,40,M,27
4017245827490532624,40,F,28
-3841074005723052870,40,M,34
-7096840043298673617,40,M,33
-3524087321480620353,40,F,34
-8177907133046132834,40,F,54
-856775872841027218,40,M,29
1927255229399340505,40,F,20
-2841824940004674668,40,M,25
3837064273665892078,40,M,36
5006106546850025755,40,M,34
1065396718427967151,40,F,25
-1059771754439188701,40,F,36
-5079645640720888844,40,M,44
-1572632786763062382,40,M,32
-8138100208350559977,40,F,39
8309732314069315815,40,M,24
2934089255459846887,40,M,32
7530081084852909180,40,M,48
-4296584415415502143,40,F,27
-3393442474340011677,40,F,47
-7667783125678887376,40,M,24
4618160539011127070,40,F,22
-6183796241723944939,40,F,31
-4343277377568081738,40,M,61
-9026466602628141268,40,M,27
6588755320606733200,40,F,20
1798646155094285436,40,M,28
8779095666317145799,40,M,33
-2912435215060241423,40,F,32
-1819925713085810171,40,F,23
-7232119701913724901,40,M,35
5416137338040041817,40,M,29
2411149684393408849,40,F,48
67262388899965248,40,M,26
6369260066658183486,40,M,26
4132397989226156904,40,F,25
9077513387253733687,40,M,42
-4226658914343299383,40,M,20
-569341035925123774,40,F,53
-6548320744704181942,39,M,27
-176823349039449041,39,M,26
-4286635203801046352,39,M,32
5242254824471224885,39,M,43
-4586235261743447602,39,M,33
-103574383339946761,39,M,45
-90181129021756473,39,F,31
-5627629553043463876,39,M,31
2272443589330452681,39,M,25
1618393815775352520,39,M,34
-6061321345770138503,39,F,43
-9181603575279521900,39,M,35
-6097117379299362009,39,M,28
-7156753900236744093,39,M,32
-5754611577288339233,39,M,35
-4672453844471421672,39,F,30
-7744771672729786099,39,F,20
-1195780340968260493,39,M,35
6097846077582539906,39,M,27
8756189340713510439,39,M,22
-3027329043563256189,39,F,36
-6259770069246256070,39,M,41
2776709102324365638,39,M,22
-8959679739567185197,39,M,31
939593401600107926,39,F,26
8268943186752324161,39,M,33
-2140538208458962310,39,F,42
-9156769850272239256,39,M,31
474213384645949017,39,M,34
-6945638252174367938,39,M,29
4312695900556801286,39,F,42
-985319365379836306,39,M,46
4213935686565829324,39,M,34
2585864470464205986,39,M,20
-5523653565359726920,39,M,30
8805183476318382397,39,M,34
6525396387738411990,39,M,21
8265899789157514470,39,F,48
7328687241566520234,39,M,30
-191148298565267804,39,M,21
-8939462103755067118,39,M,30
-5683874798554473495,39,M,38
7773538137645643436,39,M,27
-1222992100784200719,39,F,37
-1307682720622600739,39,F,31
4697948160328752309,39,M,31
-467070000936996697,39,M,30
-8599788021809675847,39,M,53
-3558423254916417460,39,F,49
1453512987904015222,39,F,26
1750772616290983239,39,F,26
-7608773162120127107,39,M,19
7896849129571465987,39,F,43
7465022494278104221,39,F,20
1697865039349969046,39,F,26
3688508447246115282,39,M,29
7809738860759320700,39,M,40
1874308258075089641,39,M,33
-7473662272495403102,39,F,24
-7623256045925592297,39,M,30
6630073537375478277,39,M,38
2873329120749359628,39,F,34
5709556489861581286,39,M,32
-6326703024127189434,39,F,24
-3460501607059657015,39,M,33
4219558674660151612,39,M,39
2813567674855966106,39,M,38
-4216095037841974805,39,M,25
-7912881246129495589,39,F,53
8379679692492051570,39,M,44
-7093465709128322878,39,M,34
-7808971138460699302,39,M,29
-4842725324341720720,39,M,24
6340470689797750525,39,F,30
-8869437072449515609,39,F,25
-3050227034573542457,39,M,29
-5835778519951469031,39,M,34
1149011195581551829,39,M,43
3250824629413734726,39,M,38
4270390157102162675,39,M,28
-3209276934743633525,39,M,20
48292678481776482,39,M,27
-2809218239283697931,39,M,33
3087722368710904025,39,M,23
-1697149637316350282,39,M,35
-7320377055175039336,39,M,24
-3617973901328734766,39,M,34
6836562318114818807,39,M,31
-4809051120705111550,39,M,21
8568820132206082105,39,M,40
4320352878604395225,39,M,42
3137318785092917953,39,M,33
-4331780441902964302,39,M,21
6921322499965660854,39,F,21
-7371106896662049301,39,M,37
-5276449557892467847,39,M,29
703026628984458529,39,M,28
-5721642265233145090,39,F,42
9021712361619328761,39,M,29
3892469115364949051,39,M,26
-7755717261911550581,39,M,27
-2839729046002313818,39,F,22
4432239268460287055,39,M,40
6234445766860188236,39,M,20
-6846003257721017991,39,M,24
444029553266875286,39,M,33
2967930326693012093,39,F,46
2720724137495368112,39,M,25
8125322160674865871,39,M,30
-9065499242152393701,39,M,44
-7108476402844736564,39,M,23
3938296868828976301,39,M,18
-2635642446880317312,39,F,21
4753200605256462071,39,M,32
-7686375354811155948,39,F,26
-729061070712766363,39,M,24
-7832510829073324651,39,M,47
-1269347999196661121,39,F,80
-2961859201128677491,39,M,32
-5913071468598874323,39,M,40
-8915940879974991588,39,F,32
-4249324725521636503,39,F,60
5565458645200912216,39,F,26
5483257036148076535,39,M,50
7085696727020395428,39,M,29
-558553819948855272,39,F,45
5493541112518396594,39,M,35
5625571443903785620,39,F,30
4791087348561449235,39,F,32
-9149005536079835617,38,M,32
4132581133242971947,38,F,30
-155688932426056348,38,F,39
-9142943697566922084,38,M,38
-221298316098518620,38,F,51
3508691625431770917,38,M,27
7542037204483377414,38,M,36
5373634078545908548,38,F,30
7316508503162633036,38,M,24
-7844361354826022528,38,M,32
-8397256519605905783,38,M,27
-2087432874568110788,38,M,28
4229133453803083472,38,M,30
7287643605844231103,38,M,38
4382617513063752060,38,F,29
-2753596658166776986,38,M,29
-3248247230256494374,38,F,18
6999496705702605686,38,M,48
-1834418052728911761,38,M,30
1285132401732221985,38,M,30
-1317860898490252251,38,F,41
2682690344990620158,38,M,30
3209627239606398421,38,M,27
6081532644341402056,38,M,35
6686003781625596674,38,M,25
-4348038916147249461,38,F,28
5689486877079314881,38,M,44
4836508174340378679,38,F,25
-9084459603330511523,38,M,22
7133850174944681069,38,M,41
5926789341804323017,38,F,19
-3809138174309740104,38,M,31
-177922649506935108,38,M,39
8886962191829501435,38,F,26
-5613728748371779043,38,M,27
4031481186314809178,38,F,30
-4622664430716537031,38,M,29
-3527089490890289901,38,F,39
2085389556664633975,38,F,35
-5367118344477610604,38,M,39
-3913190855501863827,38,M,31
5156787023352566387,38,F,24
-3486408796090586175,38,M,26
-4302834969737407266,38,M,30
6138615798116566903,38,F,32
2223744877826432966,38,M,30
621929487363638434,38,M,36
7593634508685226266,38,M,25
8214110367128742932,38,F,19
-2218887013486096697,38,M,26
5333556795493640360,38,M,23
6689550287926808529,38,M,49
-8237639017401810032,38,M,35
-1352487740773914511,38,M,27
-553656416394429101,38,M,20
-882770160778016161,38,F,36
2928731451836076273,38,F,28
-320195993862804533,38,M,25
-3189209564521242006,38,M,36
-8671105202682866711,38,M,34
3232191160748502864,38,M,51
4143293475465217490,38,M,21
1197944262843550024,38,M,25
-4707359984110825897,38,M,30
181313534919075063,38,M,41
-1070972657101413195,38,M,30
8297334363911989625,38,M,43
-7548851468666011728,38,F,30
-3019907832217343024,38,M,43
-380094437049880651,38,M,19
-7680167953530017280,38,F,29
3088545897272131465,38,M,43
-8347088179421370484,38,F,19
6839516248940458456,38,F,45
-3135601991739298672,38,M,22
-5348582254641401904,38,F,22
-8688947555036691142,38,M,26
1089750097069204988,38,M,37
-3563443532735592766,38,M,27
-4657252167392051792,38,M,25
6489880256975247938,38,F,25
2423558323997935698,38,F,47
5886587418677792056,38,M,27
4675620132411102686,38,F,26
7564663063536756105,38,F,24
8670665998352737998,38,M,32
-7036184213583127498,38,M,22
4731385640825720630,38,F,28
-8301831445747792074,38,M,28
2339345341204872868,38,F,30
-3798321878260156642,38,F,29
4121012980847188861,38,F,45
2673700065128647655,38,M,19
1428764165868653466,38,F,31
8653121858120005307,38,M,44
7091360261381758195,38,F,23
-6305010939159357439,38,M,35
-7071923665678679549,38,M,32
8794177577630781257,38,F,46
1679981878566632708,38,M,25
-1928999506639152624,38,M,36
3626659609349637515,38,F,36
-8557418256364463823,38,F,33
6339746164229455458,38,M,29
4259869405546229428,38,M,23
-7952020423302629337,38,M,27
97661914711789603,38,M,31
6391988192912899733,38,M,26
-6519261182279245924,38,M,21
-3630300830995219892,38,M,39
-76528277665101499,38,M,30
-5881459501031554002,38,M,25
-3313981513392751194,38,M,34
7302081867140182703,38,M,30
-8026038724521107574,38,M,28
-6286275463231088361,38,F,23
-3987360805148401026,38,M,30
7863618082960508061,38,F,23
5979073641804047737,38,F,23
7306272661126225909,38,M,25
-4540135933903323947,38,M,30
1108684645338711147,38,M,28
5481079504430613196,38,F,38
8448725422894207436,38,M,30
3654772014756666994,38,M,39
-3387327590617323684,38,M,31
4037120890803539272,38,M,24
-1399770445813243881,38,F,30
-7327940111018154799,38,M,30
-8654437491139564943,38,M,47
-5806240651581607822,38,F,35
-7887639028356124140,38,M,34
1969119911736915288,38,M,22
-7250663524262443355,38,M,42
8120350584941115490,38,F,28
-6390878276136467103,38,F,24
2851046679480489282,38,F,35
-800957607084404361,37,F,29
9050760825817376524,37,M,38
999208698621622641,37,M,29
947375976313545443,37,M,25
2183657033571691496,37,F,43
3309990460702049085,37,M,25
-6180126762634442464,37,M,35
-6377994898070527688,37,M,30
2373475788746916158,37,M,51
-4880416187164335555,37,M,30
7363537917297697472,37,M,24
8353740206445735179,37,M,23
8638597371309276534,37,M,23
-2543142126239130135,37,M,27
5425539535688013719,37,F,52
4979824408669636103,37,M,34
-7509127332023928061,37,M,27
-2298979442048837584,37,M,37
2851202509423855635,37,M,20
-2867548185204809361,37,F,36
-4476053586207357597,37,F,31
-4847685324485815007,37,F,35
-596795997000456231,37,M,25
-5742207295511548897,37,M,29
-7337952550092307783,37,M,38
6134552141593906601,37,M,41
7233439497750153795,37,M,31
-8365094294784389413,37,F,48
-4675055230763683783,37,M,26
-2987056063529524480,37,F,22
6648796223284264142,37,F,22
6414491211991853316,37,M,30
8512765792328360468,37,M,30
-1828998486580494381,37,M,53
3456215237994998519,37,M,39
8879015569187394592,37,M,36
-8775869361605414916,37,M,33
367434884659159211,37,M,32
6991051957078230900,37,M,25
4884161492593144675,37,M,20
5859943382696014846,37,F,29
8721603261379690635,37,M,36
5474034501214761676,37,M,20
-209142710662319283,37,M,40
-5879390320973407010,37,M,23
-1908673785505909315,37,M,25
-6983232484206623328,37,M,37
4115686689796504694,37,M,28
-2531426969240841143,37,F,24
631738266581757415,37,M,35
-1587209982895970033,37,F,48
7834937694621228139,37,M,32
-8310015195539444492,37,F,47
-6102881401222517124,37,M,33
-5410126983273641134,37,M,28
-7004863583310973046,37,M,30
2239833216912422358,37,F,21
-843419335342716148,37,F,34
-3277121716475916358,37,M,27
-5580846926204884032,37,M,33
-206634070917276535,37,M,34
826382717997192953,37,M,34
5576040755743147968,37,F,23
-4797101051594515168,37,F,44
-4782921374264353548,37,M,36
347614569457689700,37,F,25
6529129742983355970,37,M,25
-5720673783590970901,37,M,27
5371847614880385070,37,M,26
-1699952752948767554,37,F,49
9090097957700223039,37,M,30
8091997888194035395,37,F,28
6611999948407430413,37,F,31
6372570720938825128,37,M,36
5720639973561284864,37,M,26
-1193844954775469267,37,F,31
-5412137942243144562,37,M,60
-63377885315649523,37,M,25
6448790272656545671,37,M,20
2813154102469773382,37,M,24
4662209010692460179,37,F,47
-3534814437065683564,37,M,25
-2075238397589470288,37,M,32
1803849488843663190,37,F,17
-1903331747612771176,37,F,59
